"","ASSESSMENT","RECORD_ID","Pollu_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STR_1","LLID_LAKE","SEGMENT_ID","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","POLLUTANT","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY"
"549",28799,47,109,"Snake River","Snake River","","",1190296461886,NA,31887,"Middle Snake-Succor; Middle Snake-Payette; Brownlee Reservoir","Middle Snake-Boise; Middle Snake-Powder","281.1 to 404",281.1,404,"Mercury","Year Round",3,2012,"7/17/2013","Segment location correction",20,9,"Human Health;  Fishing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","...Where no published EPA criteria exist for a toxic substance, public health advisories and other published scientific literature may be considered and used, if appropriate, to set guidance values.","Segment location corrected to correspond to Snake River from Brownlee Dam to the Oregon/Idaho border. Georeferencing variations make RM locations approximate.","Oregon Health Authority Advisory issued 2/28/12. The average level of mercury found in warm water fish from Brownlee Reservoir (RM 281.1-347.4) is 0.35mg/kg. Previous Data:  Idaho Fish Consumption Advisory: 30% of fish tested had levels greater than 0.5"
"550",29474,24639,154,"Elk Creek","Elk Creek","","",1234510440554,NA,10188,"Upper Willamette","Willamette","0 to 5.9",0,5.9,"Dissolved Oxygen","Year Round (Non-spawning)",71,2012,"6/25/2013","No status change",13,7,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Cold water: Not less than 8.0 mg/l or 90% of saturation","","2012 Data:
[DEQ] STATION 25372 at RM 0.1 from 07/11/2000 to 07/08/2003, 7 of 23 (30%) samples < 8.0 mg/l and < 90% saturation

2010 Data:
EPA addition to 303(d) list 12/14/2012:  Six exceedences of the cold water aquatic life criteria  out of 15 days"
"551",28760,24854,76,"Beaver Creek","Beaver Creek","","",1238275452753,NA,10596,"Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 3",0,3,"E. Coli","Summer",1,2012,"4/1/2013","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"","","","TMDL Approved: 5/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 22593, Beaver Creek at confluence with Nestucca River, between 7/5/00 and 7/26/00."
"552",27901,24365,76,"North Powder River","North Powder River","","",1178956450385,NA,7821,"Powder","Middle Snake-Powder","0 to 24.3",0,24.3,"E. Coli","FallWinterSpring",2,2010,"1/29/2013","No action",21,1,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Eight exceedences of the 406 maximum criteria out of 10 days of sampling at LASAR station 36191, North Powder River at Hwy. 30 Bridge, between 4/28/10 and 10/27/10.               Four exceedences of th"
"553",26517,7258,132,"Fairview Creek","Fairview Creek","","",1224498455258,NA,1426,"Lower Willamette","Willamette","0 to 1.7",0,1.7,"Temperature","Summer",1,2010,"12/22/2010","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Rearing: 17.8 C","Data collected for TMDL development showed that Fairview Creek exceeds the summer rearing temperature criterion of 18 C. The watershed wide temperature targets were applied to the Fairview Creek watershed as discussed in the Willamette TMDL document (Cha","Previous Data:  5 sites show temperature exceedences in June, July and August of 1996.  High value was 78.8??F.  Did not meet ""Minimum Data Requirements"" data was not continuous monitoring data therefore needed multi-year monthly monitoring data or for a"
"554",29294,6187,154,"Zollner Creek","Zollner Creek","","",1228266451046,NA,1640,"Molalla-Pudding","Willamette","0 to 7.8",0,7.8,"Dissolved Oxygen","Year Round (Non-spawning)",71,2012,"6/25/2013","No status change",13,8,"Salmonid fish rearing; Resident fish and aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","Cool water: Not less than 6.5 mg/l","","2012 Data:
[DEQ] STATION 10899 at RM 0.4 from 07/17/2002 to 10/13/2010, 14 of 53 (26%) samples < 6.5 mg/L.
[DEQ] STATION 31880 at RM 0.4 from 06/14/2007 to 06/14/2007, 0 of 1 (0%) samples < 6.5 mg/L.
[USGS] STATION 14201300 at RM 0.4 from 05/22/2000 t"
"555",29398,24613,154,"Bear Creek","Bear Creek","","",1232660442255,NA,12140,"Upper Willamette","Willamette","0 to 12.9",0,12.9,"Dissolved Oxygen","January 1 - May 15",41,2012,"6/25/2013","No status change",13,4,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Spawning: Not less than 11.0 mg/L or 95% of saturation","","2012 Data:
[DEQ] STATION 11138 at RM 1.5 from 02/10/2000 to 05/13/2003, 13 of 16 (81%) samples < 11.0 mg/l and < 95% saturation.
[DEQ] STATION 30682 at RM 10.3 from 01/12/2000 to 05/14/2003, 13 of 15 (87%) samples < 11.0 mg/l and < 95% saturation

20"
"556",29409,8611,89,"Zollner Creek","Zollner Creek","","",1228266451046,NA,1640,"Molalla-Pudding","Willamette","0 to 7.8",0,7.8,"Guthion","Year Round",3,2012,"6/25/2013","No status change",13,24,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Table 20 Toxic Substances","","2012 Data:
[USGS] STATION 14201300 at RM 0.4 for 113 samples from 04/10/2000 to 12/22/2011, 33 of 38 valid samples exceed the 0.01 ug/L criteria 

2010 Data:
EPA addition to 303(d) list 12/14/2012:  Seven exceedences from samples collected at Lasar s"
"557",28772,24862,76,"Pudding River","Pudding River","","",1227161452842,NA,1555,"Molalla-Pudding","Willamette","35.4 to 61.7",35.4,61.7,"E. Coli","FallWinterSpring",2,2012,"4/1/2013","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"","","","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Two exceedences of the 406 maximum criteria out of 12 days of sampling at LASAR station 11535, Pudding River at Hazel Green Road, between 11/20/03 and 1/31/06.  Six exce"
"558",29310,8384,99,"South Yamhill River","South Yamhill River","","",1231445452258,NA,1844,"Yamhill","Willamette","0 to 18.1",0,18.1,"Iron","Year Round",3,2012,"6/25/2013","No status change",13,24,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","Previous Assessment Year: 2004","","Table 20 Toxic Substances","","2012 Data:
[ODEQ] STATION 10948 at RM 16.7 for 26 samples from 02/16/2000 to 10/04/2007, 0 of 0 valid samples exceed the 1000 ug/L criteria 

Previous Data:  [DEQ/ODA - Salem] LASAR 10948 River Mile 16.7: From 1/24/1994 to 8/13/2001, 10 out of 69 samp"
"559",26241,13413,132,"N Fk Middle Fk Willamette R","N Fk Middle Fk Willamette R","","",1225253437588,NA,9079,"Middle Fork Willamette","Willamette","0 to 28.3",0,28.3,"Temperature","September 1 - May 15",51,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Willamette] LASAR 27998 River Mile 10.1: From 9/1/2001 to 10/12/2001, 23 days with 7-day-average maximum > 13 degrees Celsius.
[NF - Willamette] LASAR 28001 River Mile 6.4: From 9/1/2001 to 10/12/2001, 26 days with 7-day-average maxim"
"560",28700,24811,132,"Hatchet Slough","Hatchet Slough","","",1242960431538,NA,31677,"Coquille","Southern Oregon Coastal","0 to 3.5",0,3.5,"Temperature","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,17,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Rearing: 17.8 C","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedences of the salmonid rearing criterion (18C) as high as 18.8 C in July 2003 at LASAR station 31854, Hatchet Slough at River Mile 1.3 (Coquille River). Exceedences of the salmonid rearing criteri"
"561",26421,21946,76,"Glenn Creek","Glenn Creek","","",1230650449903,NA,1801,"Middle Willamette","Willamette","0 to 7",0,7,"E. Coli","Summer",1,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data: 
[City of Salem] Site GLE1 River Mile 1.8: From 7/16/2001 to 9/17/2003, 10 out of 10 samples (100%) > 406 organisms.
[City of Salem] Site GLE10 River Mile 4.9: From 7/17/2001 to 9/17/2003, 2 out of 8 samples (25%) > 406 organisms.
[City of"
"562",25870,6153,154,"Amazon Diversion Canal (A3 Drain)","Amazon Diversion Canal (A3 Drain)","","",1231973440631,NA,37,"Upper Willamette","Willamette","0 to 3.9",0,3.9,"Dissolved Oxygen","June 1 - September 30",30,2010,"10/29/2010","No action",21,8,"Resident fish and aquatic life; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Cool water: Not less than 6.5 mg/l","1998 listing was for Amazon Creek Diversion Channel. Modify segment 1877 to correct name, LLID 1233006441081, and RM 0 to 6.58 (Fern Ridge Res up to Amazon Creek). Delist on basis of TMDL.","Previous Data:
LCOG Data (Site AM-RO, at Royal Ave, 314LCOG001): 60% (6 of 10) Summer values exceeded dissolved oxygen standard (6.5 mg/l) with a minimum of 3.9 mg/l between 1981 - 1984 (Cool water fishery, annual).

2004 Note:
LCOG Site AM-RO, at Ro"
"563",26533,4983,156,"Eel Creek","Eel Creek","","",1241934435768,NA,2569,"Coos","Southern Oregon Coastal","0 to 2.5",0,2.5,"Biological Criteria","Year Round",3,2010,"2/18/2011","No action",21,3,"Resident fish and aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - Added to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data: 
LASAR 34696 River Mile 0.62 FROM 8/6/2007 To 8/6/2007 1 out of 1 (100%) samples outside MWCF regional criteria.
LASAR 33411 River Mile 1.19 FROM 8/24/2006 To 8/24/2006 1 out of 1 (100%) samples outside MWCF regional criteria.

Previous Da"
"564",10935,5747,171,"Shively Creek","Shively Creek","","",1231340429362,NA,1841,"South Umpqua","Southern Oregon Coastal","0 to 5.2",0,5.2,"Habitat Modification","Undefined",72,2002,"8/1/2002","No action",21,4,"Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or"
"565",26337,17051,76,"Mill Creek","Mill Creek","","",1230393449519,NA,1782,"Middle Willamette","Willamette","0 to 25.7",0,25.7,"E. Coli","FallWinterSpring",2,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data: 
[DEQ] LASAR 10652 River Mile 1: From 2/19/2003 to 3/7/2003, 2 out of 8 samples (25%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 28713 River Mile 7.1: From 2/19/2003 to 3/7/2003, 4 out of 8 samples (50%) > 406 organisms; maxim"
"566",17496,603,124,"Crooked River","Crooked River","","",1212676445778,NA,1141,"Upper Crooked","Deschutes","82.6 to 109.2",82.6,109.2,"pH","Summer",1,2004,"1/30/2006","No action",21,16,"Water contact recreation; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish spawning; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","Previous Assessment Year: 2004","","pH 6.5 to 8.5","","Previous Data:  [DEQ/ODA - Salem] LASAR 11477 River Mile 89.4: From 7/18/1994 to 9/22/2003, 9 out of 20 samples (45%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (Site 404156; RM 105): 59% (13 of 22) Summer values exceeded standard"
"567",26405,8570,76,"Cow Creek","Cow Creek","","",1225733453897,NA,2838,"Clackamas","Willamette","0 to 2.6",0,2.6,"E. Coli","FallWinterSpring",2,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data:
[Clackamas County WES] Site ID 25514 River Mile 0.1:  From 1/24/1996 to 5/15/2001, 1 out of  7 samples (14%) > 406 organisms.
[Clackamas County WES] Site ID 25515 River Mile 0.9:  From 1/24/1996 to 5/15/2001, 2 out of 8 samples (25%) > 406 o"
